product_id,product_name,category,average_unit_price,overall_quantity,overall_transactions,overall_revenue,overall_profit,first_sale_date,last_sale_date,overall_active_days,overall_daily_quantity_rate,overall_transaction_rate,overall_active_day_rate,overall_profit_margin
1000,signal strong teeth 40g,General Grocery,56.0,21,13,1176.0,107.1,2024-06-28,2025-10-05,13,0.028727770177838577,0.017783857729138167,0.017783857729138167,0.09107142857142857
1001,Pears Baby Soap (Active)100g,Baby & Kids,67.0,87,46,5829.0,609.0,2024-01-12,2025-12-09,45,0.11901504787961696,0.06292749658002736,0.06155950752393981,0.1044776119402985
1002,Signal Strong Teeth 70g,General Grocery,93.0,36,18,3348.0,435.59999999999997,2024-01-02,2025-11-30,18,0.049247606019151846,0.024623803009575923,0.024623803009575923,0.13010752688172042
1003,Signal Strong Teeth 120g,General Grocery,124.0,26,16,3224.0,234.0,2024-01-08,2025-11-20,16,0.03556771545827633,0.02188782489740082,0.02188782489740082,0.07258064516129033
1004,Signal Strong Teeth (value pack),General Grocery,165.0,30,16,4950.0,450.0,2024-03-11,2025-12-17,16,0.04103967168262654,0.02188782489740082,0.02188782489740082,0.09090909090909091
1005,Signal Herbal 40g,General Grocery,54.0,22,13,1188.0,108.02000000000001,2024-02-17,2025-12-26,12,0.030095759233926128,0.017783857729138167,0.016415868673050615,0.09092592592592594
1006,Signal Herbal 70g,General Grocery,89.0,45,23,4005.0,315.0,2024-01-01,2025-12-29,23,0.06155950752393981,0.03146374829001368,0.03146374829001368,0.07865168539325842
1007,Signal Herbal 160g,General Grocery,145.0,23,14,3335.0,299.0,2024-02-01,2025-12-29,14,0.03146374829001368,0.019151846785225718,0.019151846785225718,0.0896551724137931
1008,Signal 123 40g,General Grocery,65.0,30,16,1950.0,150.0,2024-03-01,2025-12-21,16,0.04103967168262654,0.02188782489740082,0.02188782489740082,0.07692307692307693
1009,Signal 123 70g,General Grocery,100.0,33,22,3300.0,330.0,2024-01-18,2025-12-29,21,0.04514363885088919,0.030095759233926128,0.028727770177838577,0.1
1010,Signal 123 120g,General Grocery,150.0,17,8,2550.0,255.0,2024-02-27,2025-12-13,8,0.023255813953488372,0.01094391244870041,0.01094391244870041,0.1
1011,Closeup Red 30g,General Grocery,55.0,36,22,1980.0,180.0,2024-03-21,2025-12-29,20,0.049247606019151846,0.030095759233926128,0.027359781121751026,0.09090909090909091
1012,Closeup Red 120g,General Grocery,165.0,29,15,4785.0,377.0,2024-01-05,2025-11-09,14,0.03967168262653899,0.02051983584131327,0.019151846785225718,0.07878787878787878
1013,Closeup Blue 30g,General Grocery,55.0,30,16,1650.0,150.0,2024-01-08,2025-09-29,16,0.04103967168262654,0.02188782489740082,0.02188782489740082,0.09090909090909091
1014,Closeup Blue 120g,General Grocery,170.0,27,12,4590.0,417.15000000000003,2024-04-21,2025-12-08,12,0.036935704514363885,0.016415868673050615,0.016415868673050615,0.09088235294117648
1015,Closeup Black 120g,General Grocery,165.0,36,19,5940.0,468.0,2024-01-04,2025-12-18,19,0.049247606019151846,0.025991792065663474,0.025991792065663474,0.07878787878787878
1017,Clogard 70g,General Grocery,200.0,23,15,4600.0,460.0,2024-01-18,2025-11-30,15,0.03146374829001368,0.02051983584131327,0.02051983584131327,0.1
1018,Clogard 120g,General Grocery,240.0,24,12,5760.0,240.0,2024-01-24,2025-11-30,12,0.03283173734610123,0.016415868673050615,0.016415868673050615,0.041666666666666664
1019,Clogard 160g,General Grocery,145.0,36,16,5220.0,612.0,2024-01-02,2025-12-28,16,0.049247606019151846,0.02188782489740082,0.02188782489740082,0.11724137931034483
1020,Clogard (natural salt)70g,Staples & Dry Groceries,87.0,162,37,14094.0,1134.0,2024-01-22,2025-12-28,37,0.2216142270861833,0.0506155950752394,0.0506155950752394,0.08045977011494253
1021,Clogard (natural salt) 120g,Staples & Dry Groceries,124.0,241,55,29884.0,3374.0,2024-01-04,2025-12-18,52,0.32968536251709984,0.07523939808481532,0.07113543091655267,0.11290322580645161
1023,Sensodyne 40g,General Grocery,210.0,31,17,6510.0,310.0,2024-01-09,2025-12-08,17,0.04240766073871409,0.023255813953488372,0.023255813953488372,0.047619047619047616
1024,Sensodyne75g,General Grocery,390.0,24,12,9360.0,850.8,2024-04-27,2025-12-09,12,0.03283173734610123,0.016415868673050615,0.016415868673050615,0.09089743589743589
1025,ayush whitening 40g,General Grocery,65.0,32,16,2080.0,160.0,2024-01-01,2025-10-02,16,0.04377564979480164,0.02188782489740082,0.02188782489740082,0.07692307692307693
1026,ayush anti cavity 40g,General Grocery,65.0,35,16,2275.0,175.0,2024-01-27,2025-12-29,16,0.047879616963064295,0.02188782489740082,0.02188782489740082,0.07692307692307693
1027,ayush anti cavity 70g,General Grocery,105.0,27,11,2835.0,378.0,2024-01-03,2025-10-15,10,0.036935704514363885,0.015047879616963064,0.013679890560875513,0.13333333333333333
1028,Clogard Chooty 40g,General Grocery,110.0,30,13,3300.0,300.0,2024-01-08,2025-12-07,13,0.04103967168262654,0.017783857729138167,0.017783857729138167,0.09090909090909091
1029,Kekulu 40g,General Grocery,100.0,19,12,1900.0,171.0,2024-01-31,2025-04-07,12,0.025991792065663474,0.016415868673050615,0.016415868673050615,0.09
1030,Supirivicky 40g,General Grocery,55.0,36,18,1980.0,180.0,2024-01-08,2025-11-24,18,0.049247606019151846,0.024623803009575923,0.024623803009575923,0.09090909090909091
1031,Supirivicky mild 70g,General Grocery,90.0,26,10,2340.0,234.0,2024-01-06,2025-12-29,10,0.03556771545827633,0.013679890560875513,0.013679890560875513,0.1
1032,Supirivicky mild 110g,General Grocery,120.0,39,18,4680.0,468.0,2024-01-09,2025-12-20,18,0.0533515731874145,0.024623803009575923,0.024623803009575923,0.1
1033,Sudantha 45g,General Grocery,70.0,26,11,1820.0,156.0,2024-02-12,2025-11-15,10,0.03556771545827633,0.015047879616963064,0.013679890560875513,0.08571428571428572
1034,Sudantha 80g,General Grocery,100.0,35,23,3500.0,315.0,2024-01-23,2025-12-29,23,0.047879616963064295,0.03146374829001368,0.03146374829001368,0.09
1035,Baby Cheramy Cottonbuds,Baby & Kids,100.0,51,32,5100.0,408.0,2024-01-10,2025-12-30,31,0.06976744186046512,0.04377564979480164,0.04240766073871409,0.08
1036,Baby Cheramy Baby Talc 100g,Baby & Kids,105.0,40,24,4200.0,520.0,2024-02-02,2025-12-25,23,0.05471956224350205,0.03283173734610123,0.03146374829001368,0.12380952380952381
1037,Baby Cheramy Baby Cream 100ml,Baby & Kids,370.0,57,37,21090.0,2530.7999999999997,2024-01-03,2025-12-31,36,0.07797537619699042,0.0506155950752394,0.049247606019151846,0.11999999999999998
1038,Baby Cheramy Floral Cream 100ml,Baby & Kids,380.0,61,38,23180.0,610.0,2024-01-08,2025-12-28,38,0.08344733242134063,0.05198358413132695,0.05198358413132695,0.02631578947368421
1039,Baby Cheramy Herbal Cream 100ml,Baby & Kids,155.0,79,45,12245.0,1185.0,2024-01-03,2025-12-30,45,0.10807113543091655,0.06155950752393981,0.06155950752393981,0.0967741935483871
1040,Baby Cheramy Baby Cream 50ml,Baby & Kids,185.0,39,26,7215.0,865.8,2024-01-12,2025-12-29,25,0.0533515731874145,0.03556771545827633,0.03419972640218878,0.12
1041,Baby Cheramy Floral Cream50ml,Baby & Kids,185.0,47,28,8695.0,1043.3999999999999,2024-01-06,2025-12-26,27,0.06429548563611491,0.038303693570451436,0.036935704514363885,0.11999999999999998
1042,Baby Cheramy Herbal Cream 50ml,Baby & Kids,90.0,65,32,5850.0,520.0,2024-01-22,2025-12-24,30,0.08891928864569083,0.04377564979480164,0.04103967168262654,0.08888888888888889
1043,Baby Cheramy Oil 100ml,Baby & Kids,470.0,1535,345,721450.0,76750.0,2024-01-03,2025-12-29,286,2.0998632010943914,0.4719562243502052,0.3912448700410397,0.10638297872340426
1044,Baby Cheramy Oil 50ml,Baby & Kids,260.0,114,27,29640.0,3556.7999999999997,2024-01-02,2025-12-30,26,0.15595075239398085,0.036935704514363885,0.03556771545827633,0.12
1045,Baby Cheramy Cologne 50ml,Baby & Kids,165.0,50,34,8250.0,1031.0,2024-03-20,2025-11-27,34,0.06839945280437756,0.046511627906976744,0.046511627906976744,0.12496969696969697
